"lyric","name","album"
"bottle claret realised well next time forgot george sorry forgive yes number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number welsh rarebit wearing brown underpants shortage grain hertfordshire everyone knew time went get little bit older litter slower thing case manufactured someone always umpteen father giving diddly-i-dee district leaving intended pay number 9 number 9 know know number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 sustained nothing worse also example whatever business deal fall informed third night fortune give number 9 number 9 number 9 people ride people ride ride ride ride ride ride ride ride 9 number 9 number 9 number 9 missed make day late compared like wow weird stuff like taking side sometimes floral bark rouge doctor brought specimen nobody short-cuts aha 9 number 9 situation standing still plan telegram ooh ooh number 9 number ooh man without terror beard false headmaster reported son really try find function tell saying voice low hive high eye low alright number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 number 9 wife called better go see surgeon whatever price yellow underclothes road went see dentist instead gave pair teeth good said marry join fucking navy went sea broken chair wing broken hair mood whirling um da aaah dog dogging hand clapping bird birding fish fishing themming whimming find night-watchman unaware presence building onion soup number 9 number 9 number 9 number 9 number 9 number 9 industrial output financial imbalance thrusting shoulder blade watusi twist eldorado take brother may serve well maybe nothing aaah maybe nothing maybe even impervious london could difficult thing quick like rush peace much like naked became naked","Revolution 9","The Beatles (The White Album)"
"instrumental","Pepperland","Yellow Submarine"
"much much much look eye love go inside see much take love shining around everywhere make u take much floating stream time life life make difference like much take love shining around world birthday cake take piece much sail silver sun know free show everywhere get home tea much see love shining around learn le know much much take love shining around everywhere make u take much much ah much long blond hair eye blue long blond hair eye blue much ah get much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much much","It's All Too Much","Yellow Submarine"
"one two three four little five six seven eight nine ten love b c bring friend tea e f g h j love bom bom bom bompa bom sail ship bompa bom chop tree bompa bom skip rope bompa bom look together together together together together together together together black white green red take friend bed pink brown yellow orange blue love together together together together together together together together together together together together together together together together together together bom bom bom sail ship bompa bom chop tree bompa bom skip rope bompa bom look together together together together together together together together together together together together together together together together together together together together together together together together","All Together Now","Yellow Submarine"
"instrumental","Pepperland Laid Waste","Yellow Submarine"
"instrumental","Sea Of Monsters","Yellow Submarine"
"listening song may think chord going wrong wrote like listening late night may think band quite right play like really matter chord play word say time day northern song really matter clothes wear fare hair brown northern song think harmony little dark key correct nobody told one","Only A Northern Song","Yellow Submarine"
"instrumental","March Of The Meanies","Yellow Submarine"
"instrumental","Medley: Sea Of Time &amp; Sea Of Holes","Yellow Submarine"
"sheepdog standing rain bullfrog kind happiness measured mile make think something special smile child-like one understands jack knife sweaty hand kind innocence measured year know like listen fear talk talk talk lonely talk yeah hey ho ho yeah ho ho ho ho ho ho big man yeah walking park wigwam frightened dark kind solitude measured think know got clue talk talk talk lonely talk hey wahoo woof woof hey bulldog hey bulldog hey bulldog hey bulldog hey man noise woof d'you say said woof d'you know anymore wooaah ha ha ha got great right man hoo give man hurry got ten child ho ah ho ha ha ha ha ha ha quiet boy quiet ok. hey bulldog hey bulldog","Hey Bulldog","Yellow Submarine"
"instrumental","Yellow Submarine In Pepperland","Yellow Submarine"
"want want bad want want bad driving mad driving mad want want bad babe want want bad driving mad driving mad want want bad babe want want bad driving mad driving mad want want bad want want bad driving mad driving mad heavy heavy heavy heavy heavy heavy heavy heavy heavy want want bad want want bad driving mad driving mad want know want bad babe want know want bad driving mad driving mad yeah","I Want You (She's So Heavy)","Abbey Road"
"aaaaahhhhhhhhhh come sun king come sun king everybody laughing everybody happy come sun king quando paramucho mi amore de felice carathon mundo paparazzo mi amore cicce verdi parasol questo abrigado tantamucho que canite carousel","Sun King","Abbey Road"
"darling please believe never harm believe tell never harm darling leave never make alone believe beg ooh ever leave alone told need anymore well know nearly broke cried told need anymore well know nearly broke died darling leave never make alone believe tell never harm believe darling told ooh need anymore well know nearly broke cried told need anymore well know nearly broke died darling please believe never let believe darling believe tell ooh never harm","Oh! Darling","Abbey Road"
"boy going carry weight carry weight long time boy going carry weight carry weight long time never give pillow send invitation middle celebration break boy going carry weight carry weight long time boy going carry weight carry weight long time","Carry That Weight","Abbey Road"
"never give money give funny paper middle negotiation break never give number give situation middle investigation break college money spent see future pay rent money gone nowhere go jobber got sack monday morning turning back yellow lorry slow nowhere go magic feeling nowhere go magic feeling nowhere go nowhere go aaaaahhhhhhhhhh aaaaahhhhhhhhhh aaaaahhhhhhhhhh one sweet dream pick bag get limousine soon away step gas wipe tear away one sweet dream came true today came true today came true today yes one two three four five six seven good child go heaven one two three four five six seven good child go heaven one two three four five six seven good child go heaven one two three four five six seven good child go heaven one two three four five six seven good child go heaven one two three four five six seven good child go heaven one two three four five six seven good child go heaven one two three four five six seven good child go heaven fade","You Never Give Me Your Money","Abbey Road"
"come sun come sun say right little darling long cold lonely winter little darling feel like year since come sun come sun say right little darling smile returning face little darling seems like year since come sun come sun say right sun sun sun come sun sun sun come sun sun sun come sun sun sun come sun sun sun come little darling feel ice slowly melting little darling seems like year since clear come sun come sun say right come sun come sun right right","Here Comes The Sun","Abbey Road"
"something way move attracts like lover something way woos want leave know believe somewhere smile know need lover something style show want leave know believe asking love grow know know stick around may show know know something way know think something thing show want leave know believe","Something","Abbey Road"
"majesty pretty nice girl lot say majesty pretty nice girl change day day want tell love lot got ta get bellyful wine majesty pretty nice girl someday going make mine yeah someday going make mine","Her Majesty","Abbey Road"
"joan quizzical studied pataphysical science home late night alone test-tube ohh maxwell edison majoring medicine call phone take picture joan getting ready go knock come door bang bang maxwell silver hammer came upon head bang bang maxwell silver hammer made sure dead back school maxwell play fool teacher get annoyed wishing avoid unpleasant scene tell max stay class gone away wait behind writing 50 time must turn back boy creep behind bang bang maxwell silver hammer came upon head bang bang maxwell silver hammer made sure dead p.c thirty-one said caught dirty one maxwell stand alone painting testimonial picture ohh rose valerie screaming gallery say must go free maxwell must go free judge agree tell word leaving lip noise come behind bang bang maxwell silver hammer came upon head bang bang maxwell silver hammer made sure dead wow wow wow silver hammer max","Maxwell's Silver Hammer","Abbey Road"
"yeah right going dream tonight drum solo guitar solo end love take equal love make","The End","Abbey Road"
"aaaaaahhhhhh world round turn world round aaaaaahhhhhh wind high blow mind wind high aaaaaaaahhhh love old love new love love sky blue make cry sky blue aaaaaaaahhhh aaaaahhhhhhhhhh aaaaahhhhhhhhhh aaaaahhhhhhhhhh","Because","Abbey Road"
"like sea octopus garden shade let u know octopus garden shade ask friend come see octopus garden like sea octopus garden shade would warm storm little hideaway beneath wave resting head sea bed octopus garden near cave would sing dance around know ca found like sea octopus garden shade would shout swim coral lie beneath wave lie beneath ocean wave joy every girl boy knowing happy safe happy safe would happy one tell u like sea octopus garden octopus garden octopus garden","Octopus's Garden","Abbey Road"
"well see polythene pam good-looking look like man well see drag dressed polythene bag yes see polythene pam yeah yeah yeah get dose jackboot kilt killer-diller dressed hilt kind girl make news world yes could say attractively built yeah yeah yeah","Polythene Pam","Abbey Road"
"gon come ha ha ha wow look came bathroom window protected silver spoon suck thumb wanders bank lagoon anybody tell anybody see sunday phone monday tuesday phone said always dancer worked 15 club day though thought knew answer well knew could say quit police department got steady job though tried best help could steal could rob anybody tell anybody see sunday phone monday tuesday phone yeah","She Came In Through The Bathroom Window","Abbey Road"
"mean mister mustard sleep park shave dark trying save paper sleep hole road saving buy clothes keep ten-bob note nose mean old man mean old man sister pam work shop never stop go-getter take look queen place ever always shout something obscene dirty old man dirty old man","Mean Mr. Mustard","Abbey Road"
"way get back homeward way get back home sleep pretty darling cry sing lullaby golden slumber fill eye smile awake rise sleep pretty darling cry sing lullaby way get back homeward way get back home sleep pretty darling cry sing lullaby","Golden Slumbers","Abbey Road"
"come old flat top come grooving slowly got joo joo eyeball one holy roller got hair knee got joker please wear shoe shine got toe jam football got monkey finger shoot coca-cola say know know one thing tell got free come together right bag production got walrus gumboot got ono sideboard one spinal cracker got foot knee hold armchair feel disease come together right right come come come come roller coaster got early warning got muddy water one mojo filter say one one one three got good looking 'cause hard see come together right come together yeah come together yeah come together yeah come together yeah come together yeah come together yeah come together yeah ahh come together yeah come together","Come Together","Abbey Road"
"day mine mine mine night mine mine mine frightened leaving everyone weaving coming strong time day mine i-i-me-me-mine i-i-me-me-mine i-i-me-me-mine i-i-me-me-mine hear mine mine mine even tear mine mine mine no-one frightened playing everyone saying flowing freely wine day mine i-i-me-me mine i-i-me-me mine i-i-me-me mine i-i-me-me mine hear mine mine mine even tear mine mine mine no-one frightened playing everyone saying flowing freely wine life mine","I Me Mine","Let It Be"
"long winding road lead door never disappear seen road always lead lead door wild windy night rain washed away left pool tear cry day leave standing let know way many time alone many time cried way never know many way tried still lead back long winding road left standing long long time ago leave waiting lead door still lead back long winding road left standing long long time ago keep waiting keep wait lead door yeah yeah yeah yeah","The Long And Winding Road","Let It Be"
"queen say pot-smoking fbi member sweet lovely girl love sweet lovely girl true love ever girl want morning girl love want moment feel blue living every moment girl walk walk cat walk go johnny go old twelve bar blue elmore james got nothing baby loved moment saw looked feel hope feel sweet lovely girl love sweet lovely girl true love ever girl rhythm blue","For You Blue","Let It Be"
"word flowing like endless rain paper cup slither pas slip away across universe pool sorrow wave joy drifting opened mind possessing caressing jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world image broken light dance like million eye call across universe thought meander like restless wind inside letter box tumble blindly make way across universe jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world sound laughter shade life ringing open ear inciting inviting limitless undying love shine around like million sun call across universe jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva","Across The Universe","Let It Be"
"like rolling stone like rolling stone ah like rolling stone like fbi cia bbc bb king doris day matt busby dig dig dig dig dig dig dig dig dig dig dig dig georgie wood like hark angel come","Dig It","Let It Be"
"got feeling feeling deep inside yeah yeah right got feeling feeling ca hide yeah yeah got feeling yeah please believe hate miss train yeah yeah yeah leave wo late yeah yeah got feeling yeah got feeling year wandering around wondering come nobody told looking somebody looked like got feeling keep toe yeah yeah got feeling think everybody know yeah yeah yeah yeah yeah got feeling yeah yeah everybody hard year everybody good time everybody wet dream everybody saw sunshine yeah yeah yeah yeah everybody good year everybody let hair everybody pulled sock everybody put foot yeah yeah got feeling feeling deep inside yeah yeah got feeling feeling ca hide yeah yeah yeah yeah got feeling got feeling everybody good year everybody hard time everybody wet dream everybody saw sunshine everybody good year everybody let hair everybody pulled sock everybody put foot yeah yeah got feeling yeah yeah yeah yeah soul hard","I've Got A Feeling","Let It Be"
"dig pony well celebrate anything want well celebrate anything want road hog well penetrate place go yes penetrate place go told want everything got like want pick moon dog well radiate everything yes radiate everything roll stoney well imitate everyone know yes imitate everyone know told want everything got like want ooh feel wind blow well indicate everything see yes indicate everything see dug pony well syndicate boat row yeah syndicate boat row told want everything got like want","Dig A Pony","Let It Be"
"dig pygmy charles hawtrey deaf aid phase one doris get oat two u riding nowhere spending someone hard earned pay sunday driving arriving way back home way home way home going home two u sending postcard writing letter wall burning match lifting latch way back home way home way home going home memory longer road stretch ahead two u wearing raincoat standing solo sun chasing paper getting nowhere way back home way home way home going home memory longer road stretch ahead two u wearing raincoat standing solo sun chasing paper getting nowhere way back home way home way home going home going home better believe goodbye","Two Of Us","Let It Be"
"find time trouble mother mary come speaking word wisdom let hour darkness standing right front speaking word wisdom let let let let let whisper word wisdom let broken-hearted people living world agree answer let though may parted still chance see answer let let let let let yeah answer let let let let let whisper word wisdom let let let let let whisper word wisdom let night cloudy still light shine shine tomorrow let wake sound music mother mary come speaking word wisdom let let let let yeah let answer let let let let yeah let answer let let let let yeah let whisper word wisdom let","Let It Be","Let It Be"
"rosetta sweet loretta fart thought cleaner frying pan yeah rosetta picker picker picture finger burning oo-wee ok 1 2 1 2 3 4 jo jo man thought loner knew could last jo jo left home tucson arizona california grass get back get back get back belonged get back get back get back belonged get back jo jo go home get back get back get back belonged get back get back back belonged get back jo sweet loretta martin thought woman another man girl around say got coming get get back get back get back belonged get back get back get back belonged get back loretta go home get back get back get back belonged get back get back get back belonged get back woo thanks mo like say thank behalf group hope passed audition","Get Back","Let It Be"
"dirty maggie mae taken away never walk lime street judge guilty found robbing homeward bounder dirty good robbing maggie mae part liverpool returned two pound ten week pay","Maggie Mae","Let It Be"
"baby say trav'ling one 909 said move honey travelling line said move move twice come baby cold ice said trav'ling one 909 begged go begged bended knee fooling around fooling around said move move twice come baby cold ice said trav'ling one 909 got bag run station railman say got wrong location got bag run right home find got number wrong well said trav'ling one 909 said move honey travelling line said move move twice come baby cold ice said trav'ling one 909 got bag run station railman say got wrong location got bag run right home find got number wrong well said trav'ling one 909 said move honey travelling line said move move twice come baby cold ice said trav'ling one 90 said trav'ling one 90 said trav'ling one 909 danny boy old summer calling","One After 909","Let It Be"
"boy took love away though regret someday boy want back boy good though may want boy want back boy would happy love boy wo happy till seen cry boy would mind pain would always feel boy get back boy boy boy fade","This Boy","Past Masters. Volume One"
"wear red tonight remember said tonight red color baby wore true yes scarlet clothes wore everybody know sure would remember thing planned understand true yes true yes could happy side could forget pride yes yes yes yeah please wear red tonight said tonight red color make blue spite true yes true yes could happy side could forget pride yes yes yes yeah please wear red tonight said tonight red color make blue spite true yes true yes true","Yes It Is","Past Masters. Volume One"
"da da da da da dum dum da da da da da da dum dum da anything want anything call send along love got everything want like heart true call send along love got arm long hold keep side got lip long kiss keep satisfied oooh anything want anything call send along love call send along love got arm long hold keep side got lip long kiss keep satisfied oooh anything want anything call send along love","From Me To You","Past Masters. Volume One"
"sie liebt dich yeh yeh yeh sie liebt dich yeh yeh yeh sie liebt dich yeh yeh yeh yeah du glaubst sie liebt nur mich gestern ich sie gesehen sie denkt ja nur dich und du solltest zu ihr gehen ja sie liebt dich schoner kann e garnicht sein ja sie liebt dich und da solltest du dich freuen du hast ihr weh getan sie wusste nicht warum du warst nicht schuld daran und drehtest dich nicht um ja sie liebt dich schoner kann e garnicht sein ja sie liebt dich und da solltest du dich freuen ooo sie liebt dich yeh yeh yeh sie liebt dich yeh yeh yeh denn mit dir allein kann sie nur glucklich sein du musst jetzt zu ihr gehen entschuldige dich bei ihr ja da wird sie verstehen und dann verzeit sie dir ja sie liebt dich schoner kann e garnicht sein ja sie liebt dich und da solltest du dich freuen ooo sie liebt dich yeh yeh yeh sie liebt dich yeh yeh yeh denn mit dir allein kann sie nur glucklich sein denn mit dir allein kann sie nur glucklich sein denn mit dir allein kann sie nur glucklich sein sein yeh yeh yeh yeh yeh yeh yeah","Sie Liebt Dich","Past Masters. Volume One"
"love yeah yeah yeah love yeah yeah yeah love yeah yeah yeah yeah think lost love well saw yesterday thinking told say say love know ca bad yes love know glad said hurt almost lost mind say know hurting kind say love know ca bad yes love know glad ooh love yeah yeah yeah love yeah yeah yeah love like know glad know think fair pride hurt apologize love know ca bad yes love know glad ooh love yeah yeah yeah love yeah yeah yeah love like know glad love like know glad love like know glad yeah yeah yeah yeah yeah yeah yeah","She Loves You","Past Masters. Volume One"
"yeah tell something think understand say something wan hold hand wan hold hand wan hold hand please say let man please say let hold hand let hold hand wan hold hand touch feel happy inside feeling love ca hide ca hide ca hide yeah got something think understand say something wan hold hand wan hold hand wan hold hand touch feel happy inside feeling love ca hide ca hide ca hide yeah got something think understand feel something wan hold hand wan hold hand wan hold hand wan hold hand","I Want To Hold Your Hand","Past Masters. Volume One"
"yeah yeah yeah yeah imagine love easy co know imagined love many many many time like pretend get get end yes get end yeah yeah think night day need true think say never never never never blue telling friend get get end yes get end yeah yeah well gon time gon change/make mind might well resign yeah imagine love easy co know imagined love many many many time like pretend get get end yes get end yeah yeah yeah yeah whoa yeah","I'll Get You","Past Masters. Volume One"
"gon tell aunt mary 'bout uncle john said misery got lot fun baby yeah baby woo baby fun tonight saw uncle john long tall sally saw aunt mary coming ducked back alley baby yeah baby woo baby fun tonight well long tall sally built pretty sweet got everything uncle john need baby yeah baby woo baby fun tonight well gon fun tonight fun tonight everything right fun tonight fun yeah yeah yeah gon fun tonight fun tonight everything right fun tonight yeah fun fun tonight","Long Tall Sally","Past Masters. Volume One"
"baby good know happy know said love feel fine baby say mine know tell time know said love feel fine glad little girl glad telling world baby buy thing know buy diamond ring know said love feel fine mmm baby say mine know tell time know said love feel fine glad little girl glad telling world baby buy thing know buy diamond ring know said love feel fine love feel fine mmm mmm","I Feel Fine","Past Masters. Volume One"
"love give present know peasant ever give love forever forever love give present turn get lonely people tell fooling know give boy eye hate see cry happy hear say never leave give boy eye never make jealous give time well loving ask woman understands woman love man love give present know peasant ever give love forever forever love give present turn get lonely people tell fooling know woman understands woman love man love give present know peasant ever give love forever forever love give present turn get lonely people tell fooling know woman woman woman woman","She's A Woman","Past Masters. Volume One"
"said sitting watching matchbox hole clothes said sitting wondering matchbox hole clothes ai got match sure got long way go ole poor boy long way home ole poor boy long way home never happy cause everything ever wrong well want peach honey please shake tree well want peach honey please mess around tree got news baby leave misery well let little dog till big dog come well let little dog till big dog come big dog get watch puppy dog run said sitting watching matchbox hole clothes said sitting watching matchbox hole clothes ai got match sure got long way go","Matchbox","Past Masters. Volume One"
"telling lie thinking ca see cry co laughing really ground really laugh know laugh know man buy ring woman throw away old thing happens everyday really ground really laugh know laugh know alone nobody else still moan keep hand really baby ground really laugh know laugh know waaaao baby baby know really yes really ground really ahhhh really baby upside yea yea yea yea yea really baby really feeling upside really ooo really baby yea baby yea baby really well baby really well baby baby baby really baby","I'm Down","Past Masters. Volume One"
"good made glad blue eternally always love got ta thank girl thank girl could tell world thing two love know little girl fool would doubt love got ta thank girl thank girl thank girl loving way way kind love good true got ta thank girl thank girl good made glad blue eternally always love got ta thank girl thank girl","Thank You Girl","Past Masters. Volume One"
"call name blame unfair ca sleep night since gone never weep night ca go know ca take know goin mayayake kind man ca sleep night never weep night call name aww know ca take know goin mayayake kind man ca sleep night never weep night call name call name call name call name","I Call Your Name","Past Masters. Volume One"
"bad little kid moved neighborhood wo nothing right sitting look good want go school learn read write sits around house play rock roll music night well put tack teacher chair put chewing gum little girl hair hey junior behave buy every rock roll book magazine stand every dime get lost jukebox man well worry teacher till night ready poop rocking a-rolling spinning hula hoop well rock roll got stop junior head hard rock junior behave going tell mama better said get barber shop get hair cut head threw canary fed neighbor cat gave cocker spaniel bath mother laundramat well mama head got stop junior head hard rock junior behave","Bad Boy","Past Masters. Volume One"
"well come pretty baby wo walk come pretty baby wo talk come pretty baby give one chance try save romance slow baby movin way fast got ta gim little lovin gim little lovin ow want love last well used walk home baby school carry book home got boyfriend street baby tryin better slow baby movin way fast got ta gim little lovin gim little lovin bbbbb want love last well know love tell world come pretty baby ca true need baby bad best little woman ever slow baby movin way fast got ta gim little lovin gim little lovin ow want love last","Slow Down","Past Masters. Volume One"
"komm doch komm zu mir du nimmst mir den verstand komm doch komm zu mir komm gib mir deine hand komm gib mir deine hand komm gib mir deine hand du bist schön schön wie ein diamant ich mit dir gehen komm gib mir deine hand komm gib mir deine hand komm gib mir deine hand deinen armen bin ich glücklich und froh da war noch nie bei einer anderen einmal einmal einmal komm doch komm zu mir du nimmst mir den verstand komm doch komm zu mir komm gib mir deine hand komm gib mir deine hand komm gib mir deine hand deinen armen bin ich glücklich und froh da war noch nie bei einer anderen einmal einmal einmal du bist schön schön wie ein diamant ich mit dir gehen komm gib mir deine hand komm gib mir deine hand komm gib mir deine hand komm gib mir deine hand","Komm, Gib Mir Deine Hand","Past Masters. Volume One"
"standing dock southampton trying get holland france man mac said got go back know even give u chance christ know ai easy know hard way thing going going crucify finally made plane paris honeymooning seine peter brown called say make ok get married gibraltar near spain christ know ai easy know hard way thing going going crucify drove paris amsterdam hilton talking bed week newspaper said say bed said trying get u peace christ know ai easy know hard way thing going going crucify saving money rainy day giving clothes charity last night wife said boy dead take nothing soul think made lightning trip vienna eating chocolate cake bag newspaper said gone head look like two guru drag christ know ai easy know hard way thing going going crucify caught early plane back london fifty acorn tied sack men press said wish success good back christ know ai easy know hard way thing going going crucify way thing going going crucify","The Ballad Of John And Yoko","Past Masters. Volume Two"
"hey jude make bad take sad song make better remember let heart start make better hey jude afraid made go get minute let skin begin make better anytime feel pain hey jude refrain carry world upon shoulder well know fool play cool making world little colder nah nah nah nah nah nah nah nah nah hey jude let found go get remember let heart start make better let let hey jude begin waiting someone perform know hey jude movement need shoulder nah nah nah nah nah nah nah nah nah yeah hey jude make bad take sad song make better remember let skin begin make better better better better better nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude jude nah nah nah nah nah nah nah nah nah hey jude yeah yeah yeah nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude make bad jude nah nah nah nah nah nah nah nah nah hey jude take sad song make better nah nah nah nah nah nah nah nah nah hey jude jude nah nah nah nah nah nah nah nah nah hey jude jude hey jude whoa nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude ooh nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude nah nah nah nah nah nah nah nah nah hey jude fade","Hey Jude","Past Masters. Volume Two"
"say want revolution well know want change world tell evolution well know want change world talk destruction know count know gon alright alright alright say got real solution well know love see plan ask contribution well know want money people mind hate tell brother wait know gon alright alright alright al say change constitution well know want change head tell institution well know better free mind instead go carrying picture chairman mao ai going make anyone anyhow know know gon alright alright alright alright alright alright alright alright alright alright alright","Revolution","Past Masters. Volume Two"
"paperback writer dear sir madam read book took year write take look based novel man named lear need job want paperback writer paperback writer dirty story dirty man clinging wife understand son working daily mail steady job want paperback writer paperback writer paperback writer thousand page give take writing week two make longer like style change round want paperback writer paperback writer really like right could make million overnight must return send need break want paperback writer paperback writer paperback writer paperback writer paperback writer paperback writer paperback writer paperback writer paperback writer paperback writer paperback writer fade","Paperback Writer","Past Masters. Volume Two"
"try see way keep talking till ca go see way run risk knowing love may soon gone work work think saying get wrong still think alright think saying work get straight say goodnight work work life short time fussing fighting friend always thought crime ask try see way time tell right wrong see way chance may fall apart long work work life short time fussing fighting friend always thought crime ask try see way time tell right wrong see way chance may fall apart long work work","We Can Work It Out","Past Masters. Volume Two"
"let let let let nobody ever loved like yeah somebody loved like yes let let let let love first time know gon last love last forever love past seeking past let let let let first time really done done done good guess nobody ever really done done done good let hey let heeeee let let let let let dig let","Don't Let Me Down","Past Masters. Volume Two"
"jo jo man thought loner knew could last jo jo left home tucson arizona california grass get back get back get back belonged get back get back get back belonged get back jo jo go home get back get back get back belonged get back get back back belonged get back jo sweet loretta martin thought woman another man girl around say got coming get get back get back get back belonged get back get back get back belonged get back loretta go home get back get back get back belonged get back get back get back belonged ooh ooh get back loretta mommy waiting wearing high-heel shoe low-neck sweater get back home loretta get back get back get back belonged get back get back get back yes jo jo","Get Back","Past Masters. Volume Two"
"rain come run hide head might well dead rain come rain come sun shine slip shade sun shine sip lemonade sun shine sun shine sun shine rain mind shine weather fine show start rain rain come everything rain come show show rain mind shine weather fine hear rain shine rain shine state mind rain shine hear hear sdaeh rieht edih dna nur yeht semoc niar eht fi rain rain","Rain","Past Masters. Volume Two"
"find time trouble mother mary come speaking word wisdom let hour darkness standing right front speaking word wisdom let let let let let whisper word wisdom let broken-hearted people living world agree answer let though may parted still chance see answer let let let let let yeah answer let let let let let whisper word wisdom let let let let yeah let whisper word wisdom let night cloudy still light shine shine tomorrow let wake sound music mother mary come speaking word wisdom let let let let yeah let answer let let let let yeah let whisper word wisdom let","Let It Be","Past Masters. Volume Two"
"lady madonna child foot wonder manage make end meet find money pay rent think money heaven sent friday night arrives without suitcase sunday morning creeping like nun monday child learned tie bootlace see run lady madonna baby breast wonder manage feed rest see run lady madonna lying bed listen music playing head tuesday afternoon never ending wednesday morning paper come thursday night stocking needed mending see run lady madonna child foot wonder manage make end meet","Lady Madonna","Past Masters. Volume Two"
"know name look number know name look number know know name know know name good evening welcome slaggers featuring denis o'bell come ringo let hear denis good evening know name look look look number know name right look number know know name know know name know name ba ba ba ba ba ba ba ba ba look number know name right look number know know know name know know know name huh huh huh huh know name ba ba ba pum look number know name look number you-a know know name baby you-a know know name know know name know know name go denis let hear denis o'bell know name know know name know know name prrr know name number know name number know know name look number know number three know number two know number three know number four know name know number know name know number know name right yeah","You Know My Name (Look Up The Number)","Past Masters. Volume Two"
"want love right right half wrong want short haired girl sometimes wear twice long stepping old brown shoe baby love glad came wo telling know pick try drag see smile replace every thoughtless frown got escaping zoo baby love glad came wo grow singer wearing ring every finger worrying say live love maybe someday know baby may comfort may appear imperfect love something ca reject changing faster weather get together know baby may comfort want love miss love something hate make early start making sure late sweet top lip queue baby love glad came wo glad came wo","Old Brown Shoe","Past Masters. Volume Two"
"got good reason taking easy way got good reason taking easy way day tripper one way ticket yeah took long find found big teaser took half way big teaser took half way day tripper one way ticket yeah took long find found tried please played one night stand tried please played one night stand day tripper sunday driver yeah took long find found day tripper day tripper yeah day tripper day tripper yeah day tripper","Day Tripper","Past Masters. Volume Two"
"bird tweet word flowing like endless rain paper cup slither pas slip away across universe pool sorrow wave joy drifting opened mind possessing caressing jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world image broken light dance like million eye call across universe thought meander like restless wind inside letter box tumble blindly make way across universe jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world sound laughter shade life ringing open ear inciting inviting limitless undying love shine around like million sun call across universe jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva","Across The Universe","Past Masters. Volume Two"
"without going door know thing earth without looking window could know way heaven farther one travel le one know le one really know without going door know thing earth without looking window could know way heaven farther one travel le one know le one really know arrive without travelling see without looking without","The Inner Light","Past Masters. Volume Two"
"cry waiting hoping come back ca seem get mind cry waiting hoping come back one love think time cry tear keep falling night long waiting seems useless know wrong keep cry waiting hoping come back maybe someday soon change mine cry tear keep falling night long waiting seems useless know wrong keep cry waiting hoping come back maybe someday soon change mine cry waiting hoping","Crying, Waiting, Hoping","Live At The BBC. Disk 1"
"speech brian matthew hear another song fellow thing like ask first ever get tired beatles paul think really brian ever think paul occasionally get cheesed people writing rubbing get often john yeah agree divorce half dozen kid brian eh well mean big sort drag go around explaining wife divorced sort thing john know divorced 'cause keep seeing every day see brian yes point simpler thing life like eh -- paul like riding bus brian yeah going restaurant -- paul well yeah miss sort thing john go certain one george go one people snobby type pretend know u good time 'cause pretend know u paul joe cafac brian yeah figure paul joe cafac social statement know george","Riding On A Bus","Live At The BBC. Disk 1"
"ah lucille baby sister ah lucille baby sister well went married love still ah lucille baby satisfy soul ah lucille baby satisfy soul well know love baby never let go babe woke morning lucille inside asked friend lip tight lucille please come back belong well talking baby never put aaaah wah well lucille baby sister oo lucille yeah baby sister well went married love still","Lucille","Live At The BBC. Disk 1"
"guy taken love away guy taken away sweet desire guy wan hold hand lonely one lonely feel right guy sippin honey like yellow dog guy taken love like gone guy taken love away lonely one lonely feel right hoho yeah ow ow guy makin mad guy makin past seem bad guy first girl ever lonely one lonely feel right hoho a-talkin right ow hey yeah","Some Other Guy","Live At The BBC. Disk 1"
"know know know love love love see smile make life worthwhile yes know know know love love love good make love everyone say come day walk alongside yes know know know love love love ca see blind day see meant know know know love love love see smile make life worthwhile yes know know know love love love ca see blind day see meant know know know love love love see smile make life worthwhile yes know know know love love love","To Know Her Is To Love Her","Live At The BBC. Disk 1"
